Customer ID,Product ID,Product Name,Review,Positive Aspect Terms,Negative Aspect Terms,Sentiment
CUST01744,PROD003,Sony WH-1000XM5 Headphones,"I really love the performance of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its battery drain.",performance,battery drain,Positive
CUST00884,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its speed, but the fragile screen needs improvement.",speed,fragile screen,Negative
CUST00181,PROD003,Sony WH-1000XM5 Headphones,"I really love the camera quality of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its overheating.",camera quality,overheating,Positive
CUST02048,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its sound clarity, but the size needs improvement.",sound clarity,size,Positive
CUST01074,PROD003,Sony WH-1000XM5 Headphones,"I really love the display of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its battery drain.",display,battery drain,Mixed
CUST00406,PROD003,Sony WH-1000XM5 Headphones,"I really love the display of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its slow updates.",display,slow updates,Mixed
CUST01112,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its camera quality, but the weight needs improvement.",camera quality,weight,Mixed
CUST01748,PROD003,Sony WH-1000XM5 Headphones,"I really love the design of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its limited ports.",design,limited ports,Positive
CUST01095,PROD003,Sony WH-1000XM5 Headphones,"The design on the Sony WH-1000XM5 Headphones is outstanding, although the battery drain could be better.",design,battery drain,Negative
CUST01703,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its ease of use, but the slow updates needs improvement.",ease of use,slow updates,Negative
CUST00101,PROD003,Sony WH-1000XM5 Headphones,"I enjoy using the Sony WH-1000XM5 Headphones because of its design, though its overheating bothers me sometimes.",design,overheating,Positive
CUST01593,PROD003,Sony WH-1000XM5 Headphones,"I really love the performance of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its size.",performance,size,Positive
CUST01717,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its storage capacity, but the heating issues needs improvement.",storage capacity,heating issues,Positive
CUST00188,PROD003,Sony WH-1000XM5 Headphones,"I really love the storage capacity of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its slow updates.",storage capacity,slow updates,Positive
CUST00585,PROD003,Sony WH-1000XM5 Headphones,"I enjoy using the Sony WH-1000XM5 Headphones because of its speed, though its slow updates bothers me sometimes.",speed,slow updates,Mixed
CUST00451,PROD003,Sony WH-1000XM5 Headphones,"While the battery life of the Sony WH-1000XM5 Headphones impressed me, the heating issues was underwhelming.",battery life,heating issues,Mixed
CUST00409,PROD003,Sony WH-1000XM5 Headphones,"While the build quality of the Sony WH-1000XM5 Headphones impressed me, the limited ports was underwhelming.",build quality,limited ports,Negative
CUST01771,PROD003,Sony WH-1000XM5 Headphones,"The sound clarity on the Sony WH-1000XM5 Headphones is outstanding, although the heating issues could be better.",sound clarity,heating issues,Positive
CUST01615,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its design, but the weight needs improvement.",design,weight,Mixed
CUST00572,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its battery life, but the weight needs improvement.",battery life,weight,Positive
CUST00860,PROD003,Sony WH-1000XM5 Headphones,"While the durability of the Sony WH-1000XM5 Headphones impressed me, the weight was underwhelming.",durability,weight,Negative
CUST00142,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its ease of use, but the fragile screen needs improvement.",ease of use,fragile screen,Positive
CUST01677,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its storage capacity, but the weight needs improvement.",storage capacity,weight,Negative
CUST00394,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its performance, but the heating issues needs improvement.",performance,heating issues,Positive
CUST00631,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its ease of use, but the software bugs needs improvement.",ease of use,software bugs,Positive
CUST01202,PROD003,Sony WH-1000XM5 Headphones,"The speed on the Sony WH-1000XM5 Headphones is outstanding, although the slow updates could be better.",speed,slow updates,Negative
CUST01254,PROD003,Sony WH-1000XM5 Headphones,"I enjoy using the Sony WH-1000XM5 Headphones because of its camera quality, though its battery drain bothers me sometimes.",camera quality,battery drain,Mixed
CUST01151,PROD003,Sony WH-1000XM5 Headphones,"While the speed of the Sony WH-1000XM5 Headphones impressed me, the slow updates was underwhelming.",speed,slow updates,Mixed
CUST01757,PROD003,Sony WH-1000XM5 Headphones,"The ease of use on the Sony WH-1000XM5 Headphones is outstanding, although the price could be better.",ease of use,price,Positive
CUST00768,PROD003,Sony WH-1000XM5 Headphones,"The camera quality on the Sony WH-1000XM5 Headphones is outstanding, although the limited ports could be better.",camera quality,limited ports,Negative
CUST01165,PROD003,Sony WH-1000XM5 Headphones,"The battery life on the Sony WH-1000XM5 Headphones is outstanding, although the price could be better.",battery life,price,Mixed
CUST00674,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its camera quality, but the price needs improvement.",camera quality,price,Positive
CUST00271,PROD003,Sony WH-1000XM5 Headphones,"While the build quality of the Sony WH-1000XM5 Headphones impressed me, the size was underwhelming.",build quality,size,Positive
CUST02040,PROD003,Sony WH-1000XM5 Headphones,"I really love the performance of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its overheating.",performance,overheating,Mixed
CUST01651,PROD003,Sony WH-1000XM5 Headphones,"I really love the design of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its limited ports.",design,limited ports,Negative
CUST00886,PROD003,Sony WH-1000XM5 Headphones,"I enjoy using the Sony WH-1000XM5 Headphones because of its build quality, though its heating issues bothers me sometimes.",build quality,heating issues,Positive
CUST01840,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its ease of use, but the weight needs improvement.",ease of use,weight,Mixed
CUST00128,PROD003,Sony WH-1000XM5 Headphones,"The storage capacity on the Sony WH-1000XM5 Headphones is outstanding, although the overheating could be better.",storage capacity,overheating,Negative
CUST01444,PROD003,Sony WH-1000XM5 Headphones,"The display on the Sony WH-1000XM5 Headphones is outstanding, although the battery drain could be better.",display,battery drain,Negative
CUST01179,PROD003,Sony WH-1000XM5 Headphones,"The durability on the Sony WH-1000XM5 Headphones is outstanding, although the overheating could be better.",durability,overheating,Positive
CUST00854,PROD003,Sony WH-1000XM5 Headphones,"I enjoy using the Sony WH-1000XM5 Headphones because of its performance, though its size bothers me sometimes.",performance,size,Mixed
CUST00617,PROD003,Sony WH-1000XM5 Headphones,"The design on the Sony WH-1000XM5 Headphones is outstanding, although the heating issues could be better.",design,heating issues,Positive
CUST00573,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its display, but the heating issues needs improvement.",display,heating issues,Positive
CUST00936,PROD003,Sony WH-1000XM5 Headphones,"While the display of the Sony WH-1000XM5 Headphones impressed me, the fragile screen was underwhelming.",display,fragile screen,Positive
CUST00231,PROD003,Sony WH-1000XM5 Headphones,"I enjoy using the Sony WH-1000XM5 Headphones because of its performance, though its battery drain bothers me sometimes.",performance,battery drain,Positive
CUST01137,PROD003,Sony WH-1000XM5 Headphones,"I really love the ease of use of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its software bugs.",ease of use,software bugs,Positive
CUST00540,PROD003,Sony WH-1000XM5 Headphones,"I really love the design of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its overheating.",design,overheating,Positive
CUST01661,PROD003,Sony WH-1000XM5 Headphones,"I really love the design of my Sony WH-1000XM5 Headphones, but I'm a bit disappointed with its limited ports.",design,limited ports,Positive
CUST01298,PROD003,Sony WH-1000XM5 Headphones,"While the design of the Sony WH-1000XM5 Headphones impressed me, the heating issues was underwhelming.",design,heating issues,Positive
CUST01296,PROD003,Sony WH-1000XM5 Headphones,"The design on the Sony WH-1000XM5 Headphones is outstanding, although the software bugs could be better.",design,software bugs,Positive
CUST01161,PROD003,Sony WH-1000XM5 Headphones,"While the battery life of the Sony WH-1000XM5 Headphones impressed me, the slow updates was underwhelming.",battery life,slow updates,Positive
CUST01784,PROD003,Sony WH-1000XM5 Headphones,"My experience with the Sony WH-1000XM5 Headphones has been mostly great due to its display, but the size needs improvement.",display,size,Positive
CUST00577,PROD003,Sony WH-1000XM5 Headphones,"The build quality on the Sony WH-1000XM5 Headphones is outstanding, although the slow updates could be better.",build quality,slow updates,Mixed
CUST00542,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its camera quality, though its price bothers me sometimes.",camera quality,price,Negative
CUST01366,PROD004,Dell XPS 15 Laptop,"I really love the camera quality of my Dell XPS 15 Laptop, but I'm a bit disappointed with its battery drain.",camera quality,battery drain,Positive
CUST00504,PROD004,Dell XPS 15 Laptop,"While the storage capacity of the Dell XPS 15 Laptop impressed me, the weight was underwhelming.",storage capacity,weight,Positive
CUST01591,PROD004,Dell XPS 15 Laptop,"While the speed of the Dell XPS 15 Laptop impressed me, the price was underwhelming.",speed,price,Positive
CUST00482,PROD004,Dell XPS 15 Laptop,"While the durability of the Dell XPS 15 Laptop impressed me, the limited ports was underwhelming.",durability,limited ports,Positive
CUST00421,PROD004,Dell XPS 15 Laptop,"The storage capacity on the Dell XPS 15 Laptop is outstanding, although the weight could be better.",storage capacity,weight,Positive
CUST01582,PROD004,Dell XPS 15 Laptop,"The display on the Dell XPS 15 Laptop is outstanding, although the heating issues could be better.",display,heating issues,Negative
CUST01510,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its ease of use, but the short cable needs improvement.",ease of use,short cable,Positive
CUST01036,PROD004,Dell XPS 15 Laptop,"While the ease of use of the Dell XPS 15 Laptop impressed me, the limited ports was underwhelming.",ease of use,limited ports,Positive
CUST01964,PROD004,Dell XPS 15 Laptop,"While the speed of the Dell XPS 15 Laptop impressed me, the overheating was underwhelming.",speed,overheating,Mixed
CUST01180,PROD004,Dell XPS 15 Laptop,"I really love the performance of my Dell XPS 15 Laptop, but I'm a bit disappointed with its weight.",performance,weight,Mixed
CUST00804,PROD004,Dell XPS 15 Laptop,"The sound clarity on the Dell XPS 15 Laptop is outstanding, although the heating issues could be better.",sound clarity,heating issues,Negative
CUST00228,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its display, though its limited ports bothers me sometimes.",display,limited ports,Positive
CUST01777,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its battery life, though its software bugs bothers me sometimes.",battery life,software bugs,Negative
CUST01759,PROD004,Dell XPS 15 Laptop,"The sound clarity on the Dell XPS 15 Laptop is outstanding, although the weight could be better.",sound clarity,weight,Positive
CUST01789,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its ease of use, but the fragile screen needs improvement.",ease of use,fragile screen,Mixed
CUST00242,PROD004,Dell XPS 15 Laptop,"The ease of use on the Dell XPS 15 Laptop is outstanding, although the overheating could be better.",ease of use,overheating,Positive
CUST02029,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its battery life, though its price bothers me sometimes.",battery life,price,Mixed
CUST00578,PROD004,Dell XPS 15 Laptop,"I really love the durability of my Dell XPS 15 Laptop, but I'm a bit disappointed with its overheating.",durability,overheating,Positive
CUST01984,PROD004,Dell XPS 15 Laptop,"While the durability of the Dell XPS 15 Laptop impressed me, the software bugs was underwhelming.",durability,software bugs,Mixed
CUST01421,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its ease of use, though its heating issues bothers me sometimes.",ease of use,heating issues,Negative
CUST01694,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its display, though its limited ports bothers me sometimes.",display,limited ports,Mixed
CUST01636,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its design, but the software bugs needs improvement.",design,software bugs,Mixed
CUST01954,PROD004,Dell XPS 15 Laptop,"I really love the build quality of my Dell XPS 15 Laptop, but I'm a bit disappointed with its slow updates.",build quality,slow updates,Positive
CUST00281,PROD004,Dell XPS 15 Laptop,"While the sound clarity of the Dell XPS 15 Laptop impressed me, the battery drain was underwhelming.",sound clarity,battery drain,Positive
CUST01731,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its display, but the price needs improvement.",display,price,Positive
CUST01445,PROD004,Dell XPS 15 Laptop,"The sound clarity on the Dell XPS 15 Laptop is outstanding, although the size could be better.",sound clarity,size,Positive
CUST02009,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its ease of use, though its software bugs bothers me sometimes.",ease of use,software bugs,Mixed
CUST00245,PROD004,Dell XPS 15 Laptop,"I really love the build quality of my Dell XPS 15 Laptop, but I'm a bit disappointed with its overheating.",build quality,overheating,Positive
CUST01419,PROD004,Dell XPS 15 Laptop,"I really love the display of my Dell XPS 15 Laptop, but I'm a bit disappointed with its weight.",display,weight,Positive
CUST00990,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its speed, though its price bothers me sometimes.",speed,price,Mixed
CUST00897,PROD004,Dell XPS 15 Laptop,"While the camera quality of the Dell XPS 15 Laptop impressed me, the weight was underwhelming.",camera quality,weight,Positive
CUST01522,PROD004,Dell XPS 15 Laptop,"While the design of the Dell XPS 15 Laptop impressed me, the limited ports was underwhelming.",design,limited ports,Positive
CUST00618,PROD004,Dell XPS 15 Laptop,"I really love the sound clarity of my Dell XPS 15 Laptop, but I'm a bit disappointed with its short cable.",sound clarity,short cable,Positive
CUST00210,PROD004,Dell XPS 15 Laptop,"While the speed of the Dell XPS 15 Laptop impressed me, the size was underwhelming.",speed,size,Mixed
CUST01150,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its sound clarity, but the software bugs needs improvement.",sound clarity,software bugs,Mixed
CUST01292,PROD004,Dell XPS 15 Laptop,"While the battery life of the Dell XPS 15 Laptop impressed me, the battery drain was underwhelming.",battery life,battery drain,Mixed
CUST01578,PROD004,Dell XPS 15 Laptop,"I really love the ease of use of my Dell XPS 15 Laptop, but I'm a bit disappointed with its short cable.",ease of use,short cable,Negative
CUST01924,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its build quality, but the limited ports needs improvement.",build quality,limited ports,Positive
CUST01046,PROD004,Dell XPS 15 Laptop,"While the build quality of the Dell XPS 15 Laptop impressed me, the limited ports was underwhelming.",build quality,limited ports,Positive
CUST00526,PROD004,Dell XPS 15 Laptop,"While the sound clarity of the Dell XPS 15 Laptop impressed me, the weight was underwhelming.",sound clarity,weight,Negative
CUST00945,PROD004,Dell XPS 15 Laptop,"I really love the design of my Dell XPS 15 Laptop, but I'm a bit disappointed with its limited ports.",design,limited ports,Positive
CUST01785,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its camera quality, but the weight needs improvement.",camera quality,weight,Positive
CUST00351,PROD004,Dell XPS 15 Laptop,"While the camera quality of the Dell XPS 15 Laptop impressed me, the overheating was underwhelming.",camera quality,overheating,Positive
CUST01404,PROD004,Dell XPS 15 Laptop,"I really love the durability of my Dell XPS 15 Laptop, but I'm a bit disappointed with its software bugs.",durability,software bugs,Mixed
CUST00692,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its performance, though its slow updates bothers me sometimes.",performance,slow updates,Positive
CUST00614,PROD004,Dell XPS 15 Laptop,"The ease of use on the Dell XPS 15 Laptop is outstanding, although the fragile screen could be better.",ease of use,fragile screen,Negative
CUST00183,PROD004,Dell XPS 15 Laptop,"The performance on the Dell XPS 15 Laptop is outstanding, although the battery drain could be better.",performance,battery drain,Mixed
CUST01463,PROD004,Dell XPS 15 Laptop,"The speed on the Dell XPS 15 Laptop is outstanding, although the price could be better.",speed,price,Positive
CUST00681,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its camera quality, though its heating issues bothers me sometimes.",camera quality,heating issues,Positive
CUST01842,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its build quality, though its heating issues bothers me sometimes.",build quality,heating issues,Positive
CUST00439,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its ease of use, though its size bothers me sometimes.",ease of use,size,Positive
CUST00801,PROD004,Dell XPS 15 Laptop,"While the storage capacity of the Dell XPS 15 Laptop impressed me, the price was underwhelming.",storage capacity,price,Mixed
CUST00712,PROD004,Dell XPS 15 Laptop,"The performance on the Dell XPS 15 Laptop is outstanding, although the price could be better.",performance,price,Positive
CUST00595,PROD004,Dell XPS 15 Laptop,"I really love the performance of my Dell XPS 15 Laptop, but I'm a bit disappointed with its heating issues.",performance,heating issues,Positive
CUST00919,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its ease of use, but the battery drain needs improvement.",ease of use,battery drain,Positive
CUST01855,PROD004,Dell XPS 15 Laptop,"The speed on the Dell XPS 15 Laptop is outstanding, although the fragile screen could be better.",speed,fragile screen,Mixed
CUST01220,PROD004,Dell XPS 15 Laptop,"While the speed of the Dell XPS 15 Laptop impressed me, the size was underwhelming.",speed,size,Positive
CUST00607,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its performance, but the limited ports needs improvement.",performance,limited ports,Positive
CUST02004,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its camera quality, though its slow updates bothers me sometimes.",camera quality,slow updates,Positive
CUST00530,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its design, though its heating issues bothers me sometimes.",design,heating issues,Positive
CUST00830,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its ease of use, but the battery drain needs improvement.",ease of use,battery drain,Mixed
CUST00126,PROD004,Dell XPS 15 Laptop,"The ease of use on the Dell XPS 15 Laptop is outstanding, although the slow updates could be better.",ease of use,slow updates,Negative
CUST01188,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its display, but the heating issues needs improvement.",display,heating issues,Positive
CUST00533,PROD004,Dell XPS 15 Laptop,"I really love the performance of my Dell XPS 15 Laptop, but I'm a bit disappointed with its limited ports.",performance,limited ports,Positive
CUST01098,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its camera quality, though its slow updates bothers me sometimes.",camera quality,slow updates,Positive
CUST00264,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its ease of use, though its heating issues bothers me sometimes.",ease of use,heating issues,Mixed
CUST01634,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its display, though its overheating bothers me sometimes.",display,overheating,Positive
CUST00868,PROD004,Dell XPS 15 Laptop,"The design on the Dell XPS 15 Laptop is outstanding, although the fragile screen could be better.",design,fragile screen,Negative
CUST01319,PROD004,Dell XPS 15 Laptop,"While the durability of the Dell XPS 15 Laptop impressed me, the software bugs was underwhelming.",durability,software bugs,Mixed
CUST00852,PROD004,Dell XPS 15 Laptop,"I really love the battery life of my Dell XPS 15 Laptop, but I'm a bit disappointed with its overheating.",battery life,overheating,Positive
CUST01601,PROD004,Dell XPS 15 Laptop,"While the storage capacity of the Dell XPS 15 Laptop impressed me, the overheating was underwhelming.",storage capacity,overheating,Positive
CUST01662,PROD004,Dell XPS 15 Laptop,"I really love the camera quality of my Dell XPS 15 Laptop, but I'm a bit disappointed with its slow updates.",camera quality,slow updates,Positive
CUST00521,PROD004,Dell XPS 15 Laptop,"While the storage capacity of the Dell XPS 15 Laptop impressed me, the software bugs was underwhelming.",storage capacity,software bugs,Positive
CUST00374,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its durability, but the size needs improvement.",durability,size,Positive
CUST01937,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its ease of use, but the weight needs improvement.",ease of use,weight,Positive
CUST01851,PROD004,Dell XPS 15 Laptop,"I really love the battery life of my Dell XPS 15 Laptop, but I'm a bit disappointed with its software bugs.",battery life,software bugs,Positive
CUST01811,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its camera quality, though its software bugs bothers me sometimes.",camera quality,software bugs,Positive
CUST01154,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its design, though its battery drain bothers me sometimes.",design,battery drain,Positive
CUST00543,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its ease of use, though its fragile screen bothers me sometimes.",ease of use,fragile screen,Positive
CUST00366,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its display, though its size bothers me sometimes.",display,size,Positive
CUST01450,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its speed, though its software bugs bothers me sometimes.",speed,software bugs,Positive
CUST00477,PROD004,Dell XPS 15 Laptop,"The durability on the Dell XPS 15 Laptop is outstanding, although the heating issues could be better.",durability,heating issues,Mixed
CUST01194,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its performance, but the limited ports needs improvement.",performance,limited ports,Positive
CUST00982,PROD004,Dell XPS 15 Laptop,"I really love the storage capacity of my Dell XPS 15 Laptop, but I'm a bit disappointed with its software bugs.",storage capacity,software bugs,Positive
CUST00506,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its sound clarity, but the battery drain needs improvement.",sound clarity,battery drain,Mixed
CUST00251,PROD004,Dell XPS 15 Laptop,"My experience with the Dell XPS 15 Laptop has been mostly great due to its camera quality, but the size needs improvement.",camera quality,size,Mixed
CUST00114,PROD004,Dell XPS 15 Laptop,"While the build quality of the Dell XPS 15 Laptop impressed me, the slow updates was underwhelming.",build quality,slow updates,Positive
CUST00816,PROD004,Dell XPS 15 Laptop,"The ease of use on the Dell XPS 15 Laptop is outstanding, although the heating issues could be better.",ease of use,heating issues,Mixed
CUST01729,PROD004,Dell XPS 15 Laptop,"While the speed of the Dell XPS 15 Laptop impressed me, the short cable was underwhelming.",speed,short cable,Mixed
CUST01402,PROD004,Dell XPS 15 Laptop,"I enjoy using the Dell XPS 15 Laptop because of its design, though its size bothers me sometimes.",design,size,Mixed
CUST00946,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its build quality, though its heating issues bothers me sometimes.",build quality,heating issues,Negative
CUST02063,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its performance, though its size bothers me sometimes.",performance,size,Positive
CUST01725,PROD005,Apple MacBook Air M3,"While the performance of the Apple MacBook Air M3 impressed me, the size was underwhelming.",performance,size,Negative
CUST00711,PROD005,Apple MacBook Air M3,"My experience with the Apple MacBook Air M3 has been mostly great due to its durability, but the overheating needs improvement.",durability,overheating,Mixed
CUST01219,PROD005,Apple MacBook Air M3,"The performance on the Apple MacBook Air M3 is outstanding, although the slow updates could be better.",performance,slow updates,Positive
CUST00657,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its build quality, though its software bugs bothers me sometimes.",build quality,software bugs,Positive
CUST00592,PROD005,Apple MacBook Air M3,"While the speed of the Apple MacBook Air M3 impressed me, the limited ports was underwhelming.",speed,limited ports,Positive
CUST00908,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its ease of use, though its limited ports bothers me sometimes.",ease of use,limited ports,Positive
CUST00369,PROD005,Apple MacBook Air M3,"The build quality on the Apple MacBook Air M3 is outstanding, although the battery drain could be better.",build quality,battery drain,Positive
CUST01669,PROD005,Apple MacBook Air M3,"The build quality on the Apple MacBook Air M3 is outstanding, although the slow updates could be better.",build quality,slow updates,Positive
CUST01800,PROD005,Apple MacBook Air M3,"My experience with the Apple MacBook Air M3 has been mostly great due to its camera quality, but the price needs improvement.",camera quality,price,Positive
CUST00174,PROD005,Apple MacBook Air M3,"I really love the battery life of my Apple MacBook Air M3, but I'm a bit disappointed with its overheating.",battery life,overheating,Mixed
CUST01574,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its sound clarity, though its size bothers me sometimes.",sound clarity,size,Mixed
CUST01310,PROD005,Apple MacBook Air M3,"The durability on the Apple MacBook Air M3 is outstanding, although the overheating could be better.",durability,overheating,Positive
CUST02053,PROD005,Apple MacBook Air M3,"I really love the battery life of my Apple MacBook Air M3, but I'm a bit disappointed with its limited ports.",battery life,limited ports,Positive
CUST01737,PROD005,Apple MacBook Air M3,"The performance on the Apple MacBook Air M3 is outstanding, although the short cable could be better.",performance,short cable,Mixed
CUST00104,PROD005,Apple MacBook Air M3,"I really love the build quality of my Apple MacBook Air M3, but I'm a bit disappointed with its slow updates.",build quality,slow updates,Negative
CUST02012,PROD005,Apple MacBook Air M3,"My experience with the Apple MacBook Air M3 has been mostly great due to its battery life, but the slow updates needs improvement.",battery life,slow updates,Positive
CUST02072,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its build quality, though its battery drain bothers me sometimes.",build quality,battery drain,Positive
CUST00569,PROD005,Apple MacBook Air M3,"My experience with the Apple MacBook Air M3 has been mostly great due to its camera quality, but the software bugs needs improvement.",camera quality,software bugs,Negative
CUST01523,PROD005,Apple MacBook Air M3,"I really love the build quality of my Apple MacBook Air M3, but I'm a bit disappointed with its battery drain.",build quality,battery drain,Positive
CUST01425,PROD005,Apple MacBook Air M3,"The durability on the Apple MacBook Air M3 is outstanding, although the heating issues could be better.",durability,heating issues,Positive
CUST00693,PROD005,Apple MacBook Air M3,"While the performance of the Apple MacBook Air M3 impressed me, the heating issues was underwhelming.",performance,heating issues,Positive
CUST01775,PROD005,Apple MacBook Air M3,"The speed on the Apple MacBook Air M3 is outstanding, although the price could be better.",speed,price,Positive
CUST01580,PROD005,Apple MacBook Air M3,"While the display of the Apple MacBook Air M3 impressed me, the weight was underwhelming.",display,weight,Mixed
CUST01456,PROD005,Apple MacBook Air M3,"My experience with the Apple MacBook Air M3 has been mostly great due to its ease of use, but the heating issues needs improvement.",ease of use,heating issues,Mixed
CUST00799,PROD005,Apple MacBook Air M3,"The speed on the Apple MacBook Air M3 is outstanding, although the size could be better.",speed,size,Positive
CUST00550,PROD005,Apple MacBook Air M3,"The sound clarity on the Apple MacBook Air M3 is outstanding, although the battery drain could be better.",sound clarity,battery drain,Negative
CUST00229,PROD005,Apple MacBook Air M3,"I enjoy using the Apple MacBook Air M3 because of its battery life, though its heating issues bothers me sometimes.",battery life,heating issues,Negative
CUST00489,PROD005,Apple MacBook Air M3,"My experience with the Apple MacBook Air M3 has been mostly great due to its storage capacity, but the overheating needs improvement.",storage capacity,overheating,Positive
CUST01975,PROD005,Apple MacBook Air M3,"I really love the sound clarity of my Apple MacBook Air M3, but I'm a bit disappointed with its limited ports.",sound clarity,limited ports,Negative
